latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
54.541664,10.2083435,0.0,28800,Asia/Singapore,GMT+8

time,wave_height (m),wave_direction (°),wave_period (s),wave_peak_period (undefined),sea_level_height_msl (m),ocean_current_velocity (km/h),ocean_current_direction (°),sea_surface_temperature (°C),swell_wave_height (m),swell_wave_period (s),swell_wave_peak_period (s),wind_wave_peak_period (s),wind_wave_period (s),swell_wave_direction (°),wind_wave_direction (°),wind_wave_height (m)
2026-06-15T04:15,0.58,302,3.30,NaN,-0.09,0.4,90,15.2,0.28,3.25,4.25,3.55,2.70,339,289,0.52

time,wave_height (m),wind_wave_height (m),wind_wave_direction (°),wind_wave_period (s),wind_wave_peak_period (s),wave_direction (°),wave_period (s),wave_peak_period (undefined),secondary_swell_wave_height (m),secondary_swell_wave_period (s),secondary_swell_wave_direction (°),swell_wave_direction (°),swell_wave_height (m),swell_wave_period (s),swell_wave_peak_period (s),tertiary_swell_wave_period (undefined),tertiary_swell_wave_height (undefined),tertiary_swell_wave_direction (undefined),sea_level_height_msl (m),sea_surface_temperature (°C),ocean_current_velocity (km/h),ocean_current_direction (°)
2026-06-19T20:00,0.14,0.14,88,1.45,NaN,88,1.60,NaN,0.02,1.90,125,57,0.02,1.95,NaN,NaN,NaN,NaN,-0.20,17.5,0.6,304
2026-06-19T21:00,0.18,0.16,93,1.60,NaN,89,1.80,NaN,0.02,2.10,126,56,0.06,2.05,NaN,NaN,NaN,NaN,-0.17,17.6,0.6,304
2026-06-19T22:00,0.24,0.20,97,1.80,NaN,91,2.15,NaN,0.02,2.35,126,54,0.10,2.15,NaN,NaN,NaN,NaN,-0.12,17.7,0.5,315
2026-06-19T23:00,0.28,0.22,102,1.95,NaN,92,2.40,NaN,0.02,2.55,127,53,0.14,2.25,NaN,NaN,NaN,NaN,-0.10,17.7,0.6,326
2026-06-20T00:00,0.30,0.26,103,2.15,NaN,94,2.55,NaN,0.04,2.75,118,56,0.14,2.40,NaN,NaN,NaN,NaN,-0.09,17.8,0.6,326
2026-06-20T01:00,0.34,0.28,104,2.30,NaN,95,2.65,NaN,0.04,2.95,109,58,0.14,2.55,NaN,NaN,NaN,NaN,-0.07,17.8,0.6,342
2026-06-20T02:00,0.36,0.32,105,2.30,NaN,97,2.70,NaN,0.06,2.95,100,61,0.14,2.65,NaN,NaN,NaN,NaN,-0.04,17.9,0.5,0
2026-06-20T03:00,0.34,0.24,115,2.05,NaN,96,2.80,NaN,0.04,2.70,158,71,0.20,2.65,NaN,NaN,NaN,NaN,-0.05,17.9,0.5,0
2026-06-20T04:00,0.34,0.16,125,1.65,NaN,94,2.85,NaN,0.02,2.35,217,80,0.26,2.55,NaN,NaN,NaN,NaN,-0.10,17.9,0.4,27
2026-06-20T05:00,0.32,0.08,135,1.35,NaN,93,2.90,NaN,0.00,2.00,275,90,0.32,2.50,NaN,NaN,NaN,NaN,-0.14,17.9,0.4,27
2026-06-20T06:00,0.30,0.08,142,1.35,NaN,94,2.90,NaN,0.00,1.75,263,90,0.30,2.50,NaN,NaN,NaN,NaN,-0.15,17.9,0.3,45
2026-06-20T07:00,0.30,0.10,148,1.45,NaN,94,2.85,NaN,0.02,1.50,252,90,0.28,2.55,NaN,NaN,NaN,NaN,-0.16,17.9,0.3,45
2026-06-20T08:00,0.28,0.10,155,1.55,NaN,95,2.85,NaN,0.02,1.35,240,90,0.26,2.55,NaN,NaN,NaN,NaN,-0.19,17.8,0.2,90
2026-06-20T09:00,0.26,0.10,162,1.55,NaN,98,2.85,NaN,0.02,1.30,233,92,0.24,2.55,NaN,NaN,NaN,NaN,-0.18,17.8,0.2,90
2026-06-20T10:00,0.26,0.08,168,1.55,NaN,100,2.85,NaN,0.02,1.35,226,94,0.24,2.50,NaN,NaN,NaN,NaN,-0.15,17.7,0.2,90
2026-06-20T11:00,0.24,0.08,175,1.40,NaN,103,2.85,NaN,0.02,1.40,219,96,0.22,2.50,NaN,NaN,NaN,NaN,-0.14,17.6,0.2,90
2026-06-20T12:00,0.22,0.06,182,1.00,NaN,103,2.85,NaN,0.02,1.45,207,99,0.20,2.50,NaN,NaN,NaN,NaN,-0.16,17.6,0.0,90
2026-06-20T13:00,0.18,0.04,190,0.50,NaN,102,2.85,NaN,0.04,1.55,195,101,0.16,2.45,NaN,NaN,NaN,NaN,-0.17,17.5,0.2,180
2026-06-20T14:00,0.16,0.02,197,0.25,NaN,102,2.85,NaN,0.04,1.55,183,104,0.14,2.45,NaN,NaN,NaN,NaN,-0.16,17.6,0.0,90
2026-06-20T15:00,0.14,0.02,179,0.50,NaN,101,2.85,NaN,0.02,1.30,182,102,0.12,2.45,NaN,NaN,NaN,NaN,-0.17,17.7,0.0,90
2026-06-20T16:00,0.12,0.02,160,0.95,NaN,100,2.85,NaN,0.02,1.00,181,100,0.12,2.45,NaN,NaN,NaN,NaN,-0.23,17.9,0.0,90
2026-06-20T17:00,0.10,0.02,142,1.30,NaN,99,2.85,NaN,0.00,0.90,180,98,0.10,2.45,NaN,NaN,NaN,NaN,-0.29,18.1,0.0,90
2026-06-20T18:00,0.10,0.02,122,1.35,NaN,98,2.85,NaN,0.00,1.30,174,97,0.08,2.50,NaN,NaN,NaN,NaN,-0.32,18.3,0.0,90
2026-06-20T19:00,0.08,0.02,102,1.30,NaN,96,2.85,NaN,0.02,1.90,167,96,0.08,2.55,NaN,NaN,NaN,NaN,-0.33,18.5,0.2,90
2026-06-20T20:00,0.08,0.02,82,1.30,NaN,95,2.75,NaN,0.02,2.30,161,95,0.06,2.55,NaN,NaN,NaN,NaN,-0.36,18.7,0.2,90
2026-06-20T21:00,0.08,0.04,107,1.35,NaN,101,2.50,NaN,0.02,2.15,135,92,0.06,2.55,NaN,NaN,NaN,NaN,-0.37,18.7,0.2,90
2026-06-20T22:00,0.08,0.04,133,1.45,NaN,106,2.25,NaN,0.04,1.80,109,89,0.04,2.50,NaN,NaN,NaN,NaN,-0.34,18.8,0.2,90
2026-06-20T23:00,0.08,0.06,158,1.50,NaN,112,2.00,NaN,0.04,1.55,83,86,0.04,2.40,NaN,NaN,NaN,NaN,-0.30,18.8,0.2,90
2026-06-21T00:00,0.14,0.10,180,1.55,NaN,136,1.90,NaN,0.06,1.55,104,101,0.06,2.20,NaN,NaN,NaN,NaN,-0.29,18.8,0.2,90
2026-06-21T01:00,0.18,0.16,203,1.55,NaN,159,1.85,NaN,0.06,1.70,126,115,0.10,1.95,NaN,NaN,NaN,NaN,-0.28,18.7,0.2,90
2026-06-21T02:00,0.24,0.20,225,1.60,NaN,183,1.90,NaN,0.08,1.85,147,130,0.12,1.80,NaN,NaN,NaN,NaN,-0.24,18.7,0.2,90
2026-06-21T03:00,0.24,0.22,237,1.75,NaN,207,2.00,NaN,0.06,2.05,169,150,0.10,1.80,NaN,NaN,NaN,NaN,-0.21,18.6,0.3,135
2026-06-21T04:00,0.26,0.24,248,1.95,NaN,231,2.20,NaN,0.06,2.35,192,170,0.10,1.95,NaN,NaN,NaN,NaN,-0.22,18.5,0.3,135
2026-06-21T05:00,0.26,0.26,260,2.10,NaN,255,2.30,NaN,0.04,2.50,214,190,0.08,2.00,NaN,NaN,NaN,NaN,-0.26,18.4,0.3,135
2026-06-21T06:00,0.24,0.22,266,2.10,NaN,260,2.30,NaN,0.04,2.50,224,203,0.08,1.95,NaN,NaN,NaN,NaN,-0.28,18.2,0.2,90
2026-06-21T07:00,0.22,0.20,272,2.00,NaN,266,2.30,NaN,0.06,2.40,234,215,0.08,1.80,NaN,NaN,NaN,NaN,-0.28,18.1,0.0,90
2026-06-21T08:00,0.20,0.16,278,1.95,NaN,271,2.25,NaN,0.06,2.30,244,228,0.08,1.80,NaN,NaN,NaN,NaN,-0.29,18.0,0.0,90
2026-06-21T09:00,0.20,0.16,284,1.90,NaN,279,2.20,NaN,0.06,2.25,253,251,0.06,1.95,NaN,NaN,NaN,NaN,-0.30,18.0,0.0,90
2026-06-21T10:00,0.18,0.16,290,1.85,NaN,286,2.15,NaN,0.04,2.25,263,273,0.06,2.20,NaN,NaN,NaN,NaN,-0.28,17.9,0.0,90
2026-06-21T11:00,0.18,0.16,296,1.80,NaN,294,2.10,NaN,0.04,2.25,272,296,0.04,2.40,NaN,NaN,NaN,NaN,-0.23,17.8,0.0,90
2026-06-21T12:00,0.18,0.18,302,1.85,NaN,301,2.10,NaN,0.04,2.25,279,306,0.04,2.50,NaN,NaN,NaN,NaN,-0.20,17.8,0.0,90
2026-06-21T13:00,0.20,0.18,309,1.90,NaN,309,2.15,NaN,0.04,2.30,285,317,0.06,2.50,NaN,NaN,NaN,NaN,-0.19,17.8,0.0,90
2026-06-21T14:00,0.20,0.20,315,1.95,NaN,316,2.20,NaN,0.04,2.35,292,327,0.06,2.50,NaN,NaN,NaN,NaN,-0.18,17.9,0.2,90
2026-06-21T15:00,0.20,0.16,315,1.90,NaN,321,2.30,NaN,0.06,2.45,313,327,0.08,2.40,NaN,NaN,NaN,NaN,-0.15,18.0,0.2,90
2026-06-21T16:00,0.20,0.14,316,1.80,NaN,326,2.40,NaN,0.06,2.60,335,327,0.12,2.25,NaN,NaN,NaN,NaN,-0.16,18.1,0.0,90
2026-06-21T17:00,0.20,0.10,316,1.65,NaN,331,2.45,NaN,0.08,2.70,356,327,0.14,2.15,NaN,NaN,NaN,NaN,-0.22,18.3,0.2,0
2026-06-21T18:00,0.18,0.08,314,1.45,NaN,333,2.50,NaN,0.08,2.75,356,328,0.14,2.05,NaN,NaN,NaN,NaN,-0.27,18.5,0.2,0
2026-06-21T19:00,0.16,0.06,313,1.25,NaN,334,2.50,NaN,0.08,2.75,356,329,0.14,1.95,NaN,NaN,NaN,NaN,-0.30,18.7,0.2,0
2026-06-21T20:00,0.14,0.04,311,1.15,NaN,336,2.45,NaN,0.08,2.70,356,330,0.14,1.95,NaN,NaN,NaN,NaN,-0.32,18.9,0.3,315
2026-06-21T21:00,0.16,0.08,312,1.30,NaN,334,2.35,NaN,0.06,2.60,336,335,0.12,2.05,NaN,NaN,NaN,NaN,-0.34,19.0,0.4,333
2026-06-21T22:00,0.16,0.10,314,1.55,NaN,331,2.25,NaN,0.04,2.45,315,340,0.12,2.20,NaN,NaN,NaN,NaN,-0.33,19.1,0.4,333
2026-06-21T23:00,0.18,0.14,315,1.80,NaN,329,2.20,NaN,0.02,2.35,295,345,0.10,2.30,NaN,NaN,NaN,NaN,-0.28,19.3,0.4,333

time,wave_height_max (m),wave_direction_dominant (°),wave_period_max (s)
2026-06-07,0.48,153,2.65
2026-06-08,0.40,258,2.60
2026-06-09,0.58,135,3.40
2026-06-10,0.48,240,2.90
2026-06-11,0.24,249,2.35
2026-06-12,0.36,222,2.35
2026-06-13,0.66,265,3.10
2026-06-14,0.78,287,3.40
2026-06-15,0.88,299,3.60
2026-06-16,0.82,296,3.55
2026-06-17,0.34,309,2.65
2026-06-18,0.26,245,2.35
2026-06-19,0.28,276,2.40
2026-06-20,0.36,96,2.90
2026-06-21,0.26,282,2.50
